id,latitude,longitude,name,Location,imgURL,Asset,category,AssetType,Description,Cost Details,Performance Notes (Benefits),Source
,43.81943868,-79.0336321,,"AJAX, Ontario",https://trcaca.s3.ca-central-1.amazonaws.com/app/uploads/2022/08/25181931/Ajax-Waterfront-aerial-2021-CROP.jpg,"beach, gaps",coastal,SHORELINE ,The Project Team hosted a meeting to discuss the technical elements of draft concept designs with a Technical Advisory Committee formed as part of the Class Environmental Assessment (EA) Process. TAC representatives have been selected from a range of technical disciplines from both the Town of Ajax and TRCA.,Not specified,The goal of this project is to develop long-term flood and erosion mitigation measures to protect the Ajax Waterfront from impacts of shoreline erosion.,https://trca.ca/conservation/erosion-risk-management/restore/ajax-waterfront-project/
,43.65014747,-79.32002513,,"Toronto, Ontario",https://trcaca.s3.ca-central-1.amazonaws.com/app/uploads/2024/05/08170351/pic2-ashbridges-feb2014-map-scaled.jpg,Breakwater,coastal,Shoreline,"The project BEI consists of the examination and documentation of existing project site conditions: physical, biological, cultural and socio-economic environments. The physical environment description includes an account of previous measures (dredging) implemented in the area and technical and engineering aspects to be considered.",$20M to $40M,This design would provide the footprint for the approved design concepts developed in the City of Toronto EAs and the solution to the erosion and sediment control issue (approved alternative design for TRCA’s Class EA). Public access will be a consideration during detailed design and construction would be phased subject to the engineering recommendations and budget availability.,https://trcaca.s3.ca-central-1.amazonaws.com/app/uploads/2016/04/20180455/Ashbridges-Bay-Erosion-Sediment-Control-Project-Brief.pdf
,43.91849969,-79.11100811,,"Brock Lands, Toronto, Ontario",https://www.ducks.ca/assets/2023/02/kerrison-road-aerial-small-torontoregionconservationauthority.jpg,"creeks, riparian",riverine,restoration,"Restoration of the site involves the placement of clean fill, which will be shaped to collect and direct surface flow into a newly created hardwood swamp. The hardwood swamp will treat and cool surface water and will discharge into a small tributary that flows into East Duffins Creek.",Not specified,"Through careful planning, ongoing monitoring, and site management, these lands will become a public destination, offering a variety of recreational and cultural experiences that are appropriately integrated on the landscape to ensure natural and human heritage resources are protected.",https://trcaca.s3.ca-central-1.amazonaws.com/app/uploads/2023/10/26145605/BrockLandsRestorationPlan.pdf
,43.73856067,-79.32965066,,"Toronto, Ontario",https://trcaca.s3.ca-central-1.amazonaws.com/app/uploads/2025/07/11120917/edt-update-july11-2025_figure1.jpg,"tunnel, boardwalks, bikeway",corridor,Corridor ,"The East Don Trail will fill a significant gap in the Don Valley Trail System and provide a valuable connection along this trail network, which extends from the north end of the city south to Lake Ontario. It will also provide a key connection to the existing Gatineau Trail and future Meadoway.",$11.25 million,"The East Don Trail will fill a significant gap in the Don Valley Trail System and provide a valuable connection along this trail network, which extends from the north end of the city south to Lake Ontario. It will also provide a key connection to the existing Gatineau Trail and future Meadoway.",https://trca.ca/conservation/infrastructure-projects/east-don-trail-project/
,43.61361863,-79.38997255,,"Toronto, Ontario",https://trcaca.s3.ca-central-1.amazonaws.com/app/uploads/2023/05/10164014/gibraltar-point-update_may2023_6.jpg,dune ,coastal,shoreline,"The back area of the dune was planted with over 3,000 native trees and shrubs, while the mid-dune and foredune areas were planted with over 5,000 beach marram grass and other native herbaceous species.",Not specified,"The restored sand dune will provide habitat for many wildlife species, including shorebirds, small mammals, and insects.",https://trca.ca/conservation/infrastructure-projects/gibraltar-point-erosion-control-project/
,-36.20569148,150.0978376,Wagonga Inlet Living Shoreline project,"New South Wales, Wagonga Inlet",https://www.climatechange.environment.nsw.gov.au/sites/default/files/2023-09/Wagonga%20Foreshore%20project%20-%20The%20intertidal%20Sydney%20Rock%20Oyster%20reef%20partly%20submerged%20-%20Please%20credit%20Rosy%20Williams.jpg,reefs,coastal,shoreline,restore these complex ecosystems and the benefits they provide to NSW’s coastal communities. ,Not specified,"Projects show how nature-based solutions can protect our foreshores, improve biodiversity, address climate change, build habitat resilience, integrate cultural values of First Nations people while also enhancing recreational opportunities for coastal communities.",https://www.climatechange.environment.nsw.gov.au/stories-and-case-studies/wagonga-inlet-living-shoreline-project
,-28.64214149,153.6110566,Restoring the Sandhills Wetlands in Byron Bay,"New South Wales, Byron Bay",https://www.byron.nsw.gov.au/files/oc-templates/00000000-0000-0000-0000-000000000000/7d7464b8-f248-4433-b870-efe915aca122/v/2428/site-background.jpg?t=638942716975554468,"wetlands,paths, Creek, beach",coastal,stormwater,We are restoring the Sandhills Wetlands to:Improve the biodiversity on the site.Improve the water quality at Clarkes Beach. Create a welcoming space for our community to connect and enjoy.,Not specified,"Create nature-based recreation and cultural education activities, Encourage community use of the space, Improve access between key sites in Byron Bay and discourage anti-social behaviour in the space",https://www.byron.nsw.gov.au/Council/Projects/Major-projects/Restoring-the-Sandhills-Wetlands-in-Byron-Bay
,-28.12597996,153.4863644,Currumbin Creek – Southern training wall renewal,"Queensland, Gold Coast",https://www.goldcoast.qld.gov.au/files/sharedassets/public/v/1/images/projects/currumbin-south-training-wall-design-plan.jpg,"wall, beaches, Oceanway",coastal,"Ocean, beaches, waterways","We’re renewing the southern training wall at Currumbin Creek to help protect our coastline from erosion and keep the creek entrance stable for years to come.Originally built in the 1970s, this essential rock structure plays a vital role in maintaining the alignment of Currumbin Beach and the creek entrance.",Not specified,"Training walls help manage sediment movement, support flood protection, improve water quality, and preserve the natural beauty of the coastline. Keeping them in good condition helps protect both the environment and nearby infrastructure and reflects our commitment to protecting and enhancing our treasured coastal spaces.",https://www.goldcoast.qld.gov.au/Services/Projects-works/Currumbin-Creek-Southern-training-wall-renewal
,-27.22463,153.06179,Restoration of Bremner Road saltmarsh wetland ecosystem,"Queensland, Hays Inlet",,wetland,stormwater,wetland,There will be 524.8 meters of galvanised post and (2) rail fencing (ryno fencing) including double span gate and pedestrian access gate; Conservation Volunteers Australia Community Engagement Days (weed control) – 15 in total,"$114,904","Three separate community groups undertake litter clean up (Clean Up Australia Day); Five weeks Green Corps Team conservation work; Two hectares of degraded area flattened, seeded and revegetated with saltmarsh species.",https://wetlandinfo.des.qld.gov.au/wetlands/resources/tools/wetland-project/restoration-of-bremner-road-saltmarsh-wetland-ecosystem-within-the-hays-inlet-72fb/
,-28.1855,153.433,Currumbin Eco-Parkland Activation Plan,Queensland，Currumbin,https://hdp-au-prod-app-edq-hysdsdilgp-files.s3.ap-southeast-2.amazonaws.com/1917/3345/1228/CEPddwfauna-44.jpeg,Parkland ,stormwater,Parkland ,"Activation of the Currumbin Eco-Parkland project delivers on a commitment by the Queensland Government ahead of the 2020 election, to protect an important and unique 148-hectare parcel of land at Currumbin and transform it into the one of the largest eco-parks in Australia.",$31 million,"EDQ’s work to date has included leading planning for the project, which included commissioning a full ecological study of the site and community engagement encompassing Traditional Owner representatives, local environmental groups, recreation, and sporting groups, as well as local residents to ensure everyone had an opportunity to put their ideas forward for the long-term future for the site. An Enquiry by Design workshop was also held, providing stakeholders with the opportunity to participate in an interactive workshop and help shape the direction of the project.",https://www.yoursay.edq.qld.gov.au/currumbin-eco-parkland
